ont	gene
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	E2F3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	EED
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	EZH2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	FOS
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AB1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC14
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC20
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC7
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AC8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AJ
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AX
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AZ1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2AZ2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC10
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC11
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC12
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC13
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC14
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC15
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC17
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC21
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC5
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC7
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BC9
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BS1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H2BU1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3-3A
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3-3B
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C10
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C11
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C12
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C13
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C14
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C15
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C7
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H3C8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4-16
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C11
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C12
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C13
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C14
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C15
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C5
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	H4C9
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	IFNB1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	JUN
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	KDM6B
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP2K3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP2K4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP2K6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP2K7
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP3K5
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAP4K4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK10
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK11
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK14
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPK9
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPKAPK2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPKAPK3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MAPKAPK5
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MDM2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MDM4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MINK1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MIR24-1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MIR24-2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	MOV10
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	PHC1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	PHC2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	PHC3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	RBBP4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	RBBP7
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	RING1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	RNF2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	RPS27A
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	SCMH1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	SUZ12
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TFDP1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TFDP2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TNIK
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TNRC6A
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TNRC6B
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TNRC6C
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TP53
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	TXN
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	UBA52
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	UBB
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	UBC
