logFC	AveExpr	t	P.Value	adj.P.Val	B
DNMBP	-0.323072722727144	2.86468495387369	-1.4556703382575	0.148280298036947	1	-4.42882263593106
PPP1R18	0.301190370919857	6.13798624223741	1.45511036377371	0.148434970574948	1	-4.42933133391679
FAM107A	0.732168601144902	3.07002273469345	1.45493111057227	0.148484509113853	1	-4.429494133766
SWSAP1	-0.210618612394604	2.83512316917492	-1.45337108049207	0.148916180530172	1	-4.43091016744258
ABCA7	0.305315272271491	2.73092734533373	1.45336899649739	0.148916757835007	1	-4.43091205811253
CLPSL1	0.686253359791098	2.90852530607289	1.45321170443986	0.148960335623789	1	-4.43105475132066
DBT	-0.237993945888245	3.41309408437819	-1.4530403371288	0.14900782419247	1	-4.4312101967188
AHCY	-0.287399318097254	7.5372715663301	-1.45300463481472	0.149017719337509	1	-4.43124257970368
SLC9A6	0.279541527712728	3.81719092608371	1.45299781909005	0.149019608420861	1	-4.43124876166833
PGPEP1	-0.304209311304709	3.1089512084116	-1.45298185917562	0.149024032030105	1	-4.4312632374427
PIAS2	-0.209960503036583	2.67760455960022	-1.45294056807494	0.149035477155253	1	-4.4313006881121
SLC22A12	0.0230256354291961	0.0183530457760246	1.45274814278129	0.149088822836197	1	-4.43147520285485
LY6K	0.706706523734562	2.57495575293295	1.45233437266953	0.149203581527707	1	-4.43185038577163
LDLRAD2	0.170361541241645	0.912590094123458	1.45190672077326	0.149322262105917	1	-4.43223804926289
C17orf97	0.314437445131749	2.37389001645105	1.45126097303374	0.149501606279506	1	-4.43282320972259
EVPL	0.459648838090261	4.31266778450512	1.4510461218223	0.149561314038981	1	-4.43301784772348
ART5	-0.286460695966705	0.863462818419604	-1.45069061619937	0.149660150551541	1	-4.43333984727016
ELAVL2	-0.546905119971591	1.69966395123741	-1.45066374485068	0.149667623288504	1	-4.43336418297384
MYBPC1	-0.833812950790744	2.1280415603986	-1.4505368351301	0.149702919906267	1	-4.43347911140411
NPIPB12	0.0943873539683838	0.25981044229958	1.45053553201339	0.149703282367458	1	-4.43348029144669
EMP3	0.334167919320787	5.78139256488387	1.45048701352423	0.14971677824124	1	-4.43352422684317
NETO1	0.224820643460522	0.511978933538632	1.45041711506369	0.149736222808706	1	-4.43358752018978
USP40	-0.21987261895572	3.6826207353707	-1.44998034703709	0.149857768492809	1	-4.43398294986377
CDSN	0.194604186633349	0.24704889220361	1.44974444597975	0.149923447767156	1	-4.43419647679297
TTL	-0.267349301207035	3.5260953628254	-1.449652547469	0.149949040056147	1	-4.43427965022448
NDUFS4	-0.216313358018708	6.05295784029094	-1.44960787773635	0.149961481093278	1	-4.43432007709042
RNF133	-0.103240589496415	0.203091917672941	-1.44909295110841	0.15010495172958	1	-4.43478600901237
SLITRK2	0.190674406976105	0.277238072431609	1.448721404449	0.150208539215796	1	-4.43512210578017
PLOD1	0.350523336425547	7.63053892161691	1.44864927630778	0.150228654997211	1	-4.43518734256772
REEP2	-0.461864074822168	2.11014613414362	-1.44857730974713	0.150248727790254	1	-4.43525243013853
UBR7	-0.266738848471506	5.36404249787118	-1.44855252006321	0.150255642567446	1	-4.43527484956669
ITGB7	0.385753783025242	2.07905145594582	1.44819148787313	0.150356375926287	1	-4.43560132051404
TREM1	0.370418230329954	1.97901734807069	1.44667622580813	0.150779725803466	1	-4.43697068520509
TIA1	-0.246347081361816	5.51232026114477	-1.44663339763098	0.150791704956832	1	-4.43700936987609
NDUFA9	-0.23273785536233	4.16706565699826	-1.44661997608565	0.150795459149506	1	-4.43702149270066
ANGPT2	0.295383484062202	2.65590794879479	1.44628987151517	0.150887816708885	1	-4.43731962144898
DDX50	-0.234567757053457	5.84022302226723	-1.44626317139994	0.15089528884948	1	-4.43734373241308
CREG2	-0.15257896525882	0.362232519711343	-1.44595463930854	0.150981653597955	1	-4.43762231500534
SC5D	-0.341830786443425	4.03662920572415	-1.44586245055884	0.15100746661184	1	-4.43770554395254
CD4	0.43104213125607	5.55512895507684	1.44573370851245	0.151043520316728	1	-4.43782176515597
CCDC181	-0.20518601397562	0.616097393535952	-1.44571585190477	0.151048521514536	1	-4.43783788433814
ANKRD36B	-0.194807049615791	0.983211306318939	-1.44558703501499	0.151084603754431	1	-4.43795416190345
HIST1H1C	0.567261661623272	7.31529489679886	1.44550167737826	0.151108516511496	1	-4.43803120521555
CRB1	0.0732041423244779	0.124292609879912	1.44530364573387	0.151164005903333	1	-4.43820993079708
COL4A2	0.381957982176558	7.61422227834781	1.44528461395366	0.15116933952566	1	-4.43822710594803
CHL1	0.368937463624342	1.17426630967921	1.44516329120565	0.151203343424325	1	-4.43833658810799
FBLN1	0.478530528650174	6.12701592011637	1.44448221728522	0.151394341992619	1	-4.43895103002208
KCNIP3	-0.403191375136925	1.73708280996581	-1.44420442922148	0.151472297598699	1	-4.43920156204716
ARHGEF10	0.309901655366514	3.32973239154895	1.44413749672369	0.1514910854833	1	-4.43926192041203
MED12L	-0.218753776297096	0.534186043224859	-1.44402482940487	0.151522715148567	1	-4.43936351550668
N6AMT1	-0.200219511458742	2.92022830132238	-1.44379111584766	0.151588342990154	1	-4.43957423717877
CD19	0.551198804810009	1.60363114213765	1.4434524902403	0.151683469539298	1	-4.43987949255404
GLDC	0.612732565418967	2.02985760207856	1.44339513491272	0.151699586333186	1	-4.43993118900157
MRPS18C	-0.165923901497724	3.28428663335192	-1.44320261467076	0.151753694006586	1	-4.44010470024487
E2F6	-0.228832482269836	3.56977673842857	-1.44288900914167	0.151841864501495	1	-4.44038729401707
NXPH4	-0.586992305089438	3.28250046067369	-1.44227115218992	0.152015691236999	1	-4.44094388174954
KCNE2	0.191060477258334	1.27219166174481	1.44196954336755	0.152100601057796	1	-4.44121549954491
HOXC9	-0.327634527713708	3.50451643895004	-1.44131573266822	0.152284789437354	1	-4.44180411206599
NIPSNAP1	-0.261724284774587	6.58793723125972	-1.44128104101426	0.152294567406772	1	-4.44183533717293
SOX13	-0.329405735582134	4.35737452202446	-1.44127034065903	0.152297583438713	1	-4.44184496815615
TCTEX1D4	0.141794879234217	0.400051586351278	1.44111440712332	0.152341540527848	1	-4.44198531029874
RHOD	0.313105398221278	5.77279848608579	1.44101672313219	0.152369082270226	1	-4.44207321976882
NDUFB5	-0.23429919031139	5.39615427703718	-1.4410043112876	0.152372582031899	1	-4.44208438924566
RALGAPA2	-0.361203439274439	3.3021068132883	-1.44098069945327	0.152379240020312	1	-4.44210563739318
RNASE6	0.400725797034959	5.18132003722561	1.44095648430413	0.152386068362552	1	-4.44212742811648
MMP26	0.0137950511215054	0.00559743039873718	1.43991221260446	0.15268076337167	1	-4.44306681606172
AFMID	-0.294370863656138	4.44913090760893	-1.43973119509279	0.152731891442718	1	-4.44322958686656
CHST15	0.35061691666665	4.13773429829123	1.43942089926815	0.15281956465196	1	-4.44350855939276
RAB3GAP1	-0.239413126922385	5.18370054955809	-1.43932394859631	0.152846965745407	1	-4.44359571151124
ATP13A4	-0.460782148492278	1.26806578697301	-1.43883109429435	0.152986319355624	1	-4.44403866804604
METRN	0.556088699985655	3.60627656947107	1.43867092584389	0.153031627760145	1	-4.44418258961531
ALG8	-0.280527675252545	5.41196425607521	-1.43839489361059	0.153109735952268	1	-4.4444305864526
SALL4	0.332405868824121	1.28467275150622	1.43825515631602	0.153149288800734	1	-4.444556113995
CORO2A	-0.421316959271645	3.88170359887145	-1.4380267879445	0.15321394575997	1	-4.44476123485698
PRSS37	-0.0407455391642825	0.0748879355543313	-1.43790740852135	0.15324775351798	1	-4.44486844933871
PIM1	0.389367795987626	5.90921533987793	1.43780865877702	0.153275723381424	1	-4.44495712994396
KLHL26	-0.204755123846247	3.16318400830882	-1.43772959004642	0.153298121633669	1	-4.44502813216147
C9orf135	0.195846219384753	0.328936509898138	1.43765888169456	0.1533181537301	1	-4.44509162377465
MVB12B	-0.276023808064683	2.83221588522414	-1.43762492344604	0.15332777502087	1	-4.44512211507211
CCDC77	-0.307083214869599	4.0038316367814	-1.43757007356904	0.15334331645815	1	-4.44517136363162
ZCCHC4	-0.208332688451019	2.53647762344985	-1.43743645388556	0.153381182005918	1	-4.4452913304817
ASTN1	-0.243805799258682	0.495846803131898	-1.43727715012261	0.153426335401651	1	-4.44543434324422
SELENOS	0.241717094055903	5.90411664684376	1.43699646818408	0.153505917408193	1	-4.44568628494077
BIK	-0.496340565904493	4.22649851478753	-1.43664293719586	0.153606199631979	1	-4.44600354980745
GMCL1	-0.263619785362437	4.56514557998501	-1.43640974308002	0.153672374851177	1	-4.44621278165762
PSTK	-0.230406084845757	1.77447512257107	-1.43637177779902	0.153683150618644	1	-4.44624684269464
KAT6B	-0.310709294655641	3.17548239220623	-1.43605465074819	0.153773184215503	1	-4.44653132385468
ARSH	-0.276740233681178	0.985521643335219	-1.4358505454537	0.153831151987651	1	-4.446714386435
KCND1	-0.250983228894202	1.55754736533122	-1.43584781610808	0.153831927260838	1	-4.44671683422477
PAQR3	-0.251282082381192	2.37236938209856	-1.4358273866294	0.153837730369031	1	-4.44673515608364
PRAME	-0.878333289055371	4.35070655453033	-1.43567545063637	0.153880893932546	1	-4.44687140973199
HRH2	0.282441825430367	1.24077215377107	1.4350771517823	0.154050955624745	1	-4.44740782085367
LNPK	-0.243372078294134	4.09304455138246	-1.43498839461619	0.154076196469074	1	-4.44748737892
CAPS	0.615047569034406	4.76395295540744	1.43482931979169	0.154121442283671	1	-4.4476299549754
NEK5	-0.18126899406102	0.693260256210859	-1.43475785805795	0.154141771548315	1	-4.44769400001909
FN1	0.532796084280621	8.98326863598225	1.43453107121986	0.154206301007288	1	-4.4478972295965
UBXN2B	-0.313498662993251	4.75849693581321	-1.4341035521352	0.154328002977658	1	-4.44828025750647
STK10	0.298871597573553	3.89753924995566	1.43381148779758	0.154411187523195	1	-4.44854186481375
LMO1	0.390132170115928	0.850844455472796	1.43367082947637	0.154451261554198	1	-4.44866783694329
ATP8B3	0.172093562733186	0.714845629711599	1.43250777307266	0.154782927168682	1	-4.44970900793562
CTAGE9	-0.0717219101774295	0.110123332024519	-1.43241655008912	0.154808964145238	1	-4.4497906370023
PHOX2A	-0.131345603395563	0.151050588249659	-1.43239625151408	0.154814758248088	1	-4.44980880010494
KIF27	-0.226514843567027	1.84316323518632	-1.43230985122942	0.154839422542933	1	-4.44988610807688
SCNN1A	-0.646237429349439	3.26704336549089	-1.43200446985979	0.154926622605291	1	-4.45015931718405
TH	0.329019122599467	0.486631687097007	1.43198074395833	0.154933398995054	1	-4.45018054121695
DHDH	0.410475330107117	2.17632633553977	1.43190518014424	0.154954982407799	1	-4.45024813468715
ATRAID	0.16689393629594	7.32161201176483	1.43139846074485	0.15509977727035	1	-4.45070131855373
TMEM41B	-0.226668195792275	4.36862936723547	-1.43117257089726	0.155164358745364	1	-4.4509032937114
ZNF284	-0.219837322659848	1.65078593829195	-1.4311283170635	0.155177013255317	1	-4.45094285889382
VPS72	0.259300446792502	5.84952056001724	1.43049489436011	0.155358229325308	1	-4.45150904357887
EFCAB13	-0.181418801056708	0.917849149412681	-1.43025989473063	0.15542550182312	1	-4.45171903731055
SLC35G1	-0.25327924878487	1.81339198051113	-1.4297903915364	0.155559971920205	1	-4.45213848324896
CD86	0.364446919913672	3.88745484800499	1.42968867079218	0.15558911748195	1	-4.45222934152276
SMCO2	-0.173932674521564	0.652799913297097	-1.42928830471784	0.155703873273746	1	-4.45258689392591
CORT	-0.135691404579157	0.622654105986459	-1.42898661075024	0.155790389959945	1	-4.45285626293586
EHHADH	-0.366432393287337	3.0204175189871	-1.42897816046143	0.155792813778827	1	-4.45286380704114
PECR	-0.269570383876752	2.94428506904425	-1.42893643728833	0.15580478177297	1	-4.45290105532487
ZNF730	-0.322815817250546	1.04296712495608	-1.42892604284369	0.155807763455172	1	-4.45291033478469
CAMK2N2	-0.323012537728258	1.24929585685983	-1.42871106217049	0.155869441240589	1	-4.45310224065177
EPHA6	-0.102558856220158	0.163327001436974	-1.42858908632851	0.155904444361026	1	-4.45321111208898
ARNT2	-0.56330223892589	3.57515589347805	-1.42846548526171	0.155939920034024	1	-4.45332142512866
LRRC75A	-0.324920581637818	1.66702255401953	-1.42842112846686	0.155952652725175	1	-4.45336101102737
CDHR5	0.0838255698693821	0.228061326962922	1.42824440629603	0.156003389053216	1	-4.45351871383562
LRRC36	-0.162716019617028	0.417360080078334	-1.42787337309915	0.156109952704241	1	-4.45384975496416
VAV1	0.399222003676615	3.27914567816436	1.42780805501941	0.156128718362313	1	-4.45390802422212
TTLL11	-0.215145312115439	1.94752391826683	-1.42761744941751	0.156183488606198	1	-4.45407804606588
ST7L	-0.181415924973443	2.44717845084175	-1.42734293559333	0.15626239571108	1	-4.45432287683399
HIST1H3J	0.242191341371659	0.819257907203735	1.42704500502603	0.156348068472347	1	-4.45458854163105
LMF2	0.261764348866632	6.38166514616094	1.42642698112116	0.15652590223646	1	-4.45513946557815
EDRF1	-0.271229571302751	3.25278270030705	-1.4262332818795	0.156581670359183	1	-4.45531208782869
CYP26A1	-0.301608128137016	0.683754547056968	-1.4257112042944	0.156732058230822	1	-4.4557772455548
SNX19	-0.261116922060079	4.81233406715127	-1.42561400611005	0.156760069056581	1	-4.4558638287551
GABARAPL1	-0.274940832030192	5.13821091605744	-1.42552211275909	0.156786554658985	1	-4.45594568129761
INO80B-WBP1	-0.0389423036125148	0.0969487983068737	-1.42551496274519	0.156788615588001	1	-4.45595204984845
WDFY2	-0.187106479504649	2.45635582362308	-1.42540080440231	0.156821523552069	1	-4.45605372710348
PROM1	0.750282802009493	5.98252916926636	1.425395083776	0.15682317275352	1	-4.4560588220821
TNNI1	-0.188698063150398	0.809368728512223	-1.4248744083486	0.15697333427442	1	-4.45652247135219
ZNF586	-0.216548846484166	3.15314594776295	-1.42462683311234	0.157044773105668	1	-4.45674287477506
ING4	-0.289472608605919	5.43955923938537	-1.42454197791436	0.157069264161131	1	-4.45681840858383
MEDAG	0.495372548354974	3.29013445577606	1.42438557468237	0.157114413222903	1	-4.45695761962204
ATP5MC3	-0.271519853649501	6.31887216619672	-1.42412734642459	0.157188978023284	1	-4.45718743102923
NSUN6	-0.208222001077251	3.49982485483968	-1.42336278243745	0.157409909379085	1	-4.4578676257891
FHL1	0.474438806134776	3.56577166169665	1.42332866871527	0.157419772566417	1	-4.45789796698198
RAB6B	-0.357466650774602	3.11013625946197	-1.42329979126448	0.1574281221789	1	-4.45792365042559
FEV	-0.0345589559725463	0.0421465358098114	-1.42301784747423	0.157509661144675	1	-4.45817438361095
TXNIP	0.386639615941478	8.23364454498495	1.42296021359827	0.157526333021112	1	-4.45822563171645
FAM216A	0.329361858594399	3.06712915514145	1.42286083373119	0.157555084033833	1	-4.4583139957646
THAP8	-0.251483026240867	3.84815953227469	-1.42268921783276	0.157604742720602	1	-4.45846657497492
SCGB2B2	-0.213190956471177	0.640308325718184	-1.42265536817249	0.15761453885946	1	-4.45849666775583
DTD1	-0.237192762263152	5.17538118972267	-1.4225101072259	0.157656582888042	1	-4.4586257988612
EVX2	0.0381157076533548	0.0304769341602431	1.42220663701962	0.157744446464444	1	-4.45889553111788
BORCS8-MEF2B	-0.19887183043603	1.0481321448642	-1.42214264694176	0.157762978278036	1	-4.45895240018278
FAM43B	0.231888949919733	0.83915999876823	1.42203766903505	0.157793383970932	1	-4.45904569055165
VMAC	0.227903060682503	3.31759310992261	1.42201101710146	0.157801104125594	1	-4.45906937419434
BICD1	-0.315001287522635	2.59099463080217	-1.42183928367763	0.157850856385844	1	-4.4592219711194
DGAT2	0.445879530296486	4.40855998666525	1.42147541867576	0.157956310166133	1	-4.45954523219158
GPR65	0.329138504191999	2.32961605859824	1.4214312203161	0.157969123225937	1	-4.45958449306595
SLC36A2	0.0524575172345476	0.0738074592160803	1.4211260884962	0.158057602399467	1	-4.4598555063231
RAB17	-0.378015635236468	2.86723253453699	-1.420198355856	0.158326850979707	1	-4.46067916372514
RPE	-0.253163222131731	5.33491297235924	-1.42013105793219	0.1583463960125	1	-4.46073889209889
CRPPA	0.209343237981349	1.33621649356201	1.42009132800127	0.158357935466441	1	-4.46077415201392
PTPRE	0.27263578761626	2.73207147408116	1.42008751039028	0.158359044315495	1	-4.46077754005594
FKBP11	0.272291098257252	4.37467940487388	1.42007311467493	0.158363225694884	1	-4.4607903158445
FGF18	0.253295866176725	1.07936419349713	1.42000669066846	0.158382520308696	1	-4.46084926366769
LCT	-0.354849208238075	0.768450136440804	-1.41995170183946	0.158398494636739	1	-4.46089806138526
NBPF6	-0.207295186608471	0.345309018552526	-1.41991238200903	0.158409917857859	1	-4.46093295315115
FBXL16	0.54600550099834	2.73055991446764	1.41990712737521	0.158411444485161	1	-4.46093761595647
PRODH2	0.0166247553856298	0.0131614677666073	1.41963429815802	0.158490724992442	1	-4.46117969390671
RFXANK	-0.240916844608163	5.82088983972639	-1.41959310342479	0.158502698273657	1	-4.46121624163142
NARS	-0.252865602792437	7.07841867830821	-1.41958728922636	0.158504388230835	1	-4.46122139987276
CHD5	0.174479245231673	0.309266871076223	1.41956924580853	0.158509632825697	1	-4.46123740750657
PSMD11	-0.229416605184663	5.82018216538341	-1.41869546277371	0.158763770578388	1	-4.4620123725311
FIBIN	0.482261501385513	4.45643757178545	1.41861427737282	0.158787399022358	1	-4.46208435344439
RTP2	0.0238784983856448	0.025243358779125	1.41843235393945	0.158840356361586	1	-4.46224563686599
PLGLB2	-0.0377256223678748	0.0993166328833465	-1.41816424345976	0.158918427171625	1	-4.46248329315239
TYW5	-0.18143324845167	1.89855414861883	-1.41816039781531	0.158919547194865	1	-4.46248670166588
SLC22A13	0.0366502939254868	0.0876422754879371	1.41803550648522	0.158955924413306	1	-4.46259739192884
PLEKHD1	-0.180574037681376	0.327643365282146	-1.41786633506428	0.159005209320128	1	-4.46274731251416
CLDND1	-0.222572653646408	5.15102856129559	-1.41752942085814	0.159103397836876	1	-4.46304583690976
TSTD3	0.0605349996653036	0.213091925533863	1.41737722981819	0.159147766841301	1	-4.46318066434789
ASPHD2	0.279278985948751	2.21620958042627	1.41714434546459	0.159215679131948	1	-4.46338695206021
CCDC85B	0.46606309358146	4.82152273668793	1.41685275955403	0.159300740932157	1	-4.46364519181141
CSRNP1	0.297733219382718	4.68693270590044	1.41653054363865	0.159394778675657	1	-4.46393049985181
HTATSF1	0.271436690331186	6.96480198145863	1.41647286640361	0.159411616092728	1	-4.46398156399266
MAGEC2	-0.495342030684338	0.466460081267587	-1.41643906953295	0.159421482872035	1	-4.46401148489861
IKBKE	0.370072232866684	4.29386049687758	1.41643385410105	0.159423005525575	1	-4.46401610214271
ABCG4	0.0493314706501136	0.179814322986174	1.41632271566659	0.159455455216464	1	-4.46411448962629
POLR1B	-0.28467318851583	4.4856745891363	-1.4161095292839	0.159517714571188	1	-4.46430319649514
RPL23	-0.220750915050822	8.1678055217012	-1.41589706262325	0.15957978227556	1	-4.46449123938362
VEZT	-0.218744385775673	4.32384372591136	-1.41584079061109	0.159596224070781	1	-4.46454103823632
HSPB2-C11orf52	0.027361968765788	0.0387313015842079	1.41555171022672	0.159680709273936	1	-4.46479683503029
LOXL1	0.37536639608102	4.74680786400602	1.41540268796766	0.159724275170293	1	-4.46492868002487
PDGFD	0.358586428077935	3.0001502563108	1.41539257233615	0.159727232753649	1	-4.46493762918473
THEG	-0.320991313984404	0.66924310670253	-1.41502491992685	0.159834754544578	1	-4.46526284488916
CFAP70	-0.212555346450395	0.813809748742407	-1.41440911003047	0.160014975488576	1	-4.46580739404215
KIAA1211L	-0.341633011777211	2.75274135549308	-1.41434418706541	0.160033984704215	1	-4.46586479105517
SSC5D	0.362062098817248	2.43008320822828	1.41407124907191	0.160113918916094	1	-4.46610606229617
BBS7	-0.24299459951849	3.26774200233791	-1.41378717060999	0.160197148275046	1	-4.46635713438905
FZD5	-0.351793607443584	2.48384068950226	-1.41343702838898	0.160299778604456	1	-4.46666652838429
MAGEA12	-0.6216165716289	0.652260170194578	-1.41340774192936	0.160308365052678	1	-4.4666924032903
OR13A1	0.0812356618748512	0.18595433475955	1.41303515459844	0.160417634066445	1	-4.46702154370166
C19orf12	0.24499859231003	4.23970373713871	1.41295013492726	0.16044257585244	1	-4.46709663776402
ZNF493	-0.242335380649236	1.75817386146353	-1.41267425801579	0.160523528907407	1	-4.46734027784031
SDR16C5	-0.66150631315481	1.74538881983967	-1.41266151483273	0.160527269010515	1	-4.46735153085943
HCFC1R1	0.290469074374757	6.44577329299333	1.41236477707602	0.16061437992355	1	-4.46761354133195
DACT3	0.315837409223418	1.69036130573966	1.41200020306644	0.160721454535405	1	-4.46793537742019
TM4SF1	0.466431001344912	8.67934038498184	1.41138090736116	0.1609034656466	1	-4.46848189361567
ACR	0.224745711601491	0.741930347142693	1.41123431527349	0.160946572176191	1	-4.46861122481691
SIGLEC9	0.289707430990676	2.32179845194723	1.41118171582265	0.160962041604047	1	-4.4686576276833
METTL11B	-0.162946723451633	0.305155493158548	-1.4110776140781	0.160992661143196	1	-4.46874946065678
ARHGAP45	0.379847443739922	4.02794623124726	1.41078180585654	0.16107969181824	1	-4.46901037159068
IRF5	0.304531168432469	3.503559113495	1.41063950626479	0.16112157106054	1	-4.4691358651639
PPM1F	0.218645176866706	3.82403881739988	1.41063448119524	0.16112305010754	1	-4.46914029653697
LARP4B	0.251492591257995	4.88830296948621	1.41047735674297	0.161169302362606	1	-4.46927884963647
CELF2	0.43999782634167	3.48769617941098	1.41025676877069	0.161234253333194	1	-4.46947334037499
NKX2-5	0.633667053152801	1.74655427845692	1.41008822283514	0.161283894300303	1	-4.46962192652371
NPIPA3	-0.181502875623849	0.462048552749943	-1.41000698733519	0.161307824351485	1	-4.46969353579795
ZNF594	-0.279330385953062	2.43894846563006	-1.40975754655079	0.161381320672503	1	-4.46991339385355
HSH2D	0.473851609649055	2.81347323620355	1.40972506472922	0.161390893143765	1	-4.46994202072879
PSG4	0.238593819285379	0.271851960134902	1.40955405427155	0.161441297505134	1	-4.4700927252872
NLRP12	0.0962124832333611	0.310729006867395	1.40955388516693	0.161441347353722	1	-4.47009287430361
PLEK	0.453509089545888	4.89154859089168	1.40903634356277	0.161593963238168	1	-4.47054885653393
CPD	-0.376049146954943	4.7269695294399	-1.40896043693545	0.161616356336211	1	-4.47061572098121
NCBP2L	-0.165799020902367	0.185580352096281	-1.40726886766571	0.162115999864117	1	-4.47210489638004
SOX30	0.208412596157541	0.602696706589575	1.40702202241581	0.162189009907227	1	-4.47232206448824
SPNS1	0.197885462799624	1.61585800321259	1.40659422080645	0.162315601421421	1	-4.47269834741769
NDUFAF5	-0.152789199857858	2.65480723803117	-1.40631798232489	0.162397383766072	1	-4.47294126153822
TERT	-0.241235845364957	0.681131135136449	-1.40592214439485	0.162514629287047	1	-4.47328926786796
CCDC115	-0.195337114387555	5.10634407318509	-1.40580031877827	0.162550726540732	1	-4.47339635374573
TNFSF18	0.271079374610938	0.826342535239062	1.40564260298819	0.16259746725263	1	-4.47353497429933
FKBP4	-0.279449964179451	7.38640961139357	-1.40547319469623	0.162647684604178	1	-4.47368385519751
GINS2	-0.324151591392128	4.42052508527406	-1.40533253316684	0.162689389620753	1	-4.4738074596226
SPARC	0.395249255622435	9.8567392565686	1.40502506009248	0.162780581388768	1	-4.4740776064134
C12orf60	-0.240559005373221	1.5121861860818	-1.40491346652195	0.162813687981437	1	-4.47417563894155
GALNT6	-0.456419025022804	4.19283814916423	-1.4045674592122	0.162916371086156	1	-4.47447955169506
PLAU	0.430556056296461	6.4737317927099	1.40444338972454	0.162953202709371	1	-4.47458850976798
KLRC2	-0.20247998718562	0.436697498125088	-1.40425469563893	0.163009231174813	1	-4.47475420371577
TMEM260	-0.189464552309051	3.1062979926806	-1.40422987646652	0.163016601765408	1	-4.47477599607263
CDKN2AIPNL	-0.188333862312539	4.79506601097768	-1.40419030925824	0.16302835263123	1	-4.47481073711382
GSC2	0.0819391269118701	0.0795872046444068	1.40396878720891	0.163094153306232	1	-4.47500522202685
MUC5B	0.689172502484594	3.52022521709132	1.40348610101056	0.163237600192196	1	-4.47542889432828
GJA4	0.353965606670923	4.08531535661042	1.40328534232133	0.163297290953611	1	-4.47560506710899
TTC23L	-0.0982260633452557	0.413393755893172	-1.4031122225235	0.163348777346141	1	-4.47575696651533
ALG1	0.19709072392982	3.85269579673563	1.40304719592278	0.163368119673187	1	-4.47581401778055
EIF4E	-0.216224385580996	3.0424073792686	-1.40252222099119	0.163524338889222	1	-4.47627451370459
ACSM1	-0.467981968335109	0.975769984434706	-1.40250383350968	0.163529812604788	1	-4.47629063980394
EPB41L5	-0.261979572861924	3.1552715868467	-1.40177158145934	0.163747908365086	1	-4.4769326721871
EVI2A	0.341509749828139	3.78194942384083	1.40132863853166	0.163879943374526	1	-4.47732088571479
ELMOD2	-0.223604991303378	3.93344421182212	-1.40105793925487	0.16396067500996	1	-4.47755808022019
TMEM161A	-0.247182779762842	5.06709189041956	-1.40102361828416	0.163970912847514	1	-4.47758815012467
HLA-DQB2	-0.57785049632465	4.5318424600086	-1.40097906350901	0.163984204124891	1	-4.47762718520647
ATAD3C	0.42898964220825	2.12750652529293	1.40089008947198	0.164010748716011	1	-4.47770513310531
RAB3IP	-0.304863107778009	2.86282914322466	-1.4007633773122	0.164048557794678	1	-4.47781613427447
SCGN	-0.474672474467694	0.659051245048728	-1.40058161439135	0.164102804845332	1	-4.4779753437774
SYT5	-0.215014803747777	0.316101066076459	-1.40039105725771	0.164159691229372	1	-4.47814223515535
TSPAN1	-0.653660210509234	2.759517946022	-1.40028112618251	0.164192515433084	1	-4.47823850377978
ITPRIP	0.253017927478825	4.17318065693341	1.40017836731787	0.164223202624887	1	-4.47832848505815
STMP1	-0.213466541529298	5.88416799301817	-1.40014408912471	0.164233440199662	1	-4.478358499518
KHDC1	-0.320153369961063	1.87868091578355	-1.40008884706747	0.164249939897728	1	-4.47840686875362
CXorf40B	0.239917909467679	4.6228293445458	1.40006839446019	0.164256049003607	1	-4.47842477633252
EPS15L1	-0.176953992308542	4.18977546132776	-1.39994135329094	0.164293999539939	1	-4.47853600349981
CHD3	-0.286777733152663	5.72711683326072	-1.39975194329001	0.16435059371453	1	-4.47870181800763
KCNK13	0.284289634292695	1.62837285450728	1.39941562680345	0.164451119026547	1	-4.47899618564127
TBR1	0.120703028151955	0.1661367710714	1.39898599151472	0.164579605679352	1	-4.47937213433653
COQ10A	-0.216846118405816	2.50157976837894	-1.39892599809279	0.164597553395968	1	-4.47942462231548
WDCP	-0.232617859575765	3.62941661383585	-1.39887349785111	0.164613260667729	1	-4.47947055278429
RGS4	0.420418140165785	2.36299292453464	1.39865090445173	0.1646798699259	1	-4.47966527305335
DNM1L	-0.252073682096526	5.4589814576355	-1.39864512781372	0.164681598811462	1	-4.47967032594801
OR5AN1	0.0116474020586889	0.00243460652117918	1.3985740359142	0.164702876985764	1	-4.4797325092581
KAZALD1	-0.405360207348387	2.65776553919493	-1.39843601349666	0.164744193801943	1	-4.479853227362
SMIM9	0.0178326983317465	0.0219432476954407	1.39824799482763	0.164800489650422	1	-4.4800176552583
MRAS	0.381425678299164	5.1146441200483	1.39811679994889	0.164839780225689	1	-4.48013237658593
SLC44A5	-0.39090999550583	0.96985250999507	-1.39798484058491	0.164879306960721	1	-4.48024775605691
KNDC1	-0.251885049361665	0.35068625447339	-1.39737559236719	0.165061893226829	1	-4.48078032135132
OR7E24	-0.0191397998117643	0.0160909821426337	-1.39715396675686	0.165128350697128	1	-4.48097399721034
RGS9BP	0.206740884330672	0.671540703178642	1.39651504251719	0.165320055111569	1	-4.48153218126396
EMILIN2	0.316747040774262	3.52732063009937	1.39647664775145	0.165331580576915	1	-4.48156571637217
NCKAP1L	0.399192064720266	3.51477181205034	1.39636553404971	0.165364938501482	1	-4.48166276136831
